"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2009&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 16:59:17 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Badger Creek Limited",10650,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Bailly",995,"IN","Electric Utility","GT, ST","BIT, NG","Multiple"
"Balch 1",217,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Balch 2",218,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Baldwin City Plant No 1",1262,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Baldwin City Plant No 2",8020,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Baldwin Energy Complex",889,"IL","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"Balefill LFG Project",55159,"NJ","IPP Non-CHP","IC","LFG","Landfill Gas"
"Bancroft",1125,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Bank of America Plaza",55152,"GA","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Bankhead Dam",2,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Baptist Medical Center",10008,"FL","Commercial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Bar Harbor",1466,"ME","Electric Utility","IC","DFO","Petroleum Liquids"
"Bar Mills",1481,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Barber Creek",8030,"WY","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Barber Dam",10735,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Barber's Point Tank Farm",8823,"HI","Electric Utility","--","--","--"
"Barker Lower",10728,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Barkley",1371,"KY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Barnett Shoals",701,"GA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Barney M Davis",4939,"TX","IPP Non-CHP","CA, ST","NG","Multiple"
"Barre",55776,"MA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Barre Peaker",56474,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Barron",4102,"WI","Electric Utility","HY, IC","DFO, WAT","Multiple"
"Barrow",7173,"AK","Electric Utility","GT, IC","NG","Multiple"
"Barry",3,"AL","Electric Utility","CA, CT, ST","BIT, NG","Multiple"
"Bartholomew",3688,"UT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bartletts Ferry",702,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Barton Chapel Wind Farm",57156,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Barton Windpower LLC",56765,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Basalt",7458,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Basin Creek Plant",55866,"MT","IPP Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Bassett Medical Center",54863,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Bastrop Energy Center",55168,"TX","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Batavia Power Plant",54593,"NY","IPP CHP","CA, CT, IC","DFO, NG","Multiple"
"Bates Mill Upper",7044,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Batesville Generation Facility",55063,"MS","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Bath County",6167,"VA","Electric Utility","PS","WAT","Hydroelectric Pumped Storage"
"Battle Mountain",6509,"NV","Electric Utility","IC","DFO","Petroleum Liquids"
"Bavarian LFGTE",56277,"KY","Electric Utility","IC","LFG","Landfill Gas"
"Baxter Wilson",2050,"MS","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Bay County Waste to Energy",10250,"FL","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Bay Front",3982,"WI","Electric Utility","ST","SUB, WDS","Multiple"
"Bay Gas",8831,"MS","Electric Utility","--","--","--"
"Bay Windpower I",55944,"MI","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Bayboro",627,"FL","Electric Utility","GT","DFO","Petroleum Liquids"
"Bayonne Plant Holding LLC",50497,"NJ","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Bayou Cogen Plant",10298,"TX","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Bayou Cove Peaking Power",55433,"LA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Bayswater Peaking Facility LLC",55699,"NY","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Baytown",55551,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Baytown Energy Center",55327,"TX","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Bayview",3782,"VA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Bayville Central Facility",54569,"NJ","Commercial CHP","IC","DFO, OBG","Multiple"
"Bayway Refinery",56294,"NJ","Industrial Non-CHP","OT","OTH","All Other"
"Bear Canyon Power Plant",10469,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Bear Creek",50156,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Bear Creek Dam",2741,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bear Mountain Limited",10649,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Bear Swamp",8005,"MA","IPP Non-CHP","PS","WAT","Hydroelectric Pumped Storage"
"Bear Valley",457,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bear Valley Power Plant",56346,"CA","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Beardslee",2543,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Beardsley",414,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Beatrice",8000,"NE","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Beaver",8073,"OR","Electric Utility","CA, CT, GT","NG","Multiple"
"Beaver City",2217,"NE","Electric Utility","IC","DFO, NG","Multiple"
"Beaver Creek Gas Plant",55278,"WY","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Beaver Dam",182,"AR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Beaver Falls",6580,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Beaver Island",7831,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Beaver Ridge Wind",57130,"ME","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Beaver Valley",6040,"PA","IPP Non-CHP","ST","NUC","Nuclear"
"Beaver Valley Patterson Dam",10546,"PA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Beebee Island Hydro Plant",10531,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Beecher Gas Recovery",56419,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Belden",219,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Beldens",6451,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Belews Creek",8042,"NC","Electric Utility","ST","BIT","Conventional Steam Coal"
"Belfort",2544,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Belle River",6034,"MI","Electric Utility","GT, IC, ST","DFO, NG, SUB","Multiple"
"Bellefonte",6150,"AL","Electric Utility","IC","DFO","Petroleum Liquids"
"Belleville",1263,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Belleville Dam",7594,"WV","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bellevue",1126,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Bellingham Cogeneration Facility",10307,"MA","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Bellmeade Power Station",50966,"VA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Bellows Falls",3745,"VT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Belmar Solar Array",56861,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Beloit",1264,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Beluga",96,"AK","Electric Utility","CA, CT, GT","NG","Multiple"
"Ben French",3325,"SD","Electric Utility","GT, IC, ST","DFO, NG, SUB","Multiple"
"Bend",6484,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Benedum Plant",54458,"TX","Industrial Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Benndale",2068,"MS","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Bennett Creek Windfarm LLC - Mountain Home",56637,"ID","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Bennett Mountain",55733,"ID","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Bennetts Bridge",2545,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Benning",603,"DC","IPP Non-CHP","ST","DFO","Petroleum Liquids"
"Benson City of",1964,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"Benson Power Biomass Plant",55867,"MN","IPP Non-CHP","ST","AB","Other Waste Biomass"
"Benton County Wind Farm",56679,"IN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Benton Falls Associates",10523,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Beowawe Power",10287,"NV","IPP Non-CHP","ST","GEO","Geothermal"
"Bergen Generating Station",2398,"NJ","IPP Non-CHP","CA, CT, GT","NG","Multiple"
"Berkshire Power",55041,"MA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Berlin",6565,"MD","Electric Utility","IC","DFO","Petroleum Liquids"
"Berlin 5",3734,"VT","Electric Utility","GT","KER","Petroleum Liquids"
"Berlin Gorham",54639,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Berlin Landfill Gas",56069,"WI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Bernice Lake",6292,"AK","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Berrien Springs",1753,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Berry Cogen",50170,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Berry Cogen Tanne Hills 18",50622,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Berry Placerita Cogen",52096,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Bethany",2114,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
"Bethany II",7944,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
"Bethel",6566,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Bethlehem Energy Center",2539,"NY","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Bethlehem Power Plant",55690,"PA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Bethlehem Renewable Energy LLC",56572,"PA","IPP Non-CHP","GT","LFG","Landfill Gas"
"Bethpage Power Plant",50292,"NY","IPP Non-CHP","CA, CT, GT, IC","DFO, NG","Multiple"
"Bidwell Ditch Project",10880,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Big Bend",645,"FL","Electric Utility","GT, ST","BIT, NG","Multiple"
"Big Bend Dam",3375,"SD","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Brown",3497,"TX","IPP Non-CHP","ST","LIG","Conventional Steam Coal"
"Big Cajun 1",1464,"LA","IPP Non-CHP","GT, ST","NG","Multiple"
"Big Cajun 2",6055,"LA","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"Big Cliff",3074,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Creek 1",317,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Creek 2",318,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Creek 2A",322,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Creek 3",319,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Creek 4",320,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Creek 8",321,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Creek Water Works",10282,"CA","Commercial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Big Escambia Creek",50724,"AL","Industrial Non-CHP","ST","NG","Natural Gas Steam Turbine"
"Big Falls",3983,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Fork",6459,"MT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Horn Wind Project",56361,"WA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Big Pine Creek",391,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Quinnesec 61",7821,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Quinnesec 92",7820,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Sandy",1353,"KY","Electric Utility","ST","BIT","Conventional Steam Coal"
"Big Sandy Peaker Plant",55284,"WV","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Big Spring Texas Refinery",10569,"TX","Industrial Non-CHP","ST","PUR","All Other"
"Big Spring Wind Power Facility",54979,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Big Stone",6098,"SD","Electric Utility","IC, ST","DFO, SUB","Multiple"
"Big Thompson",515,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Big Top LLC",56968,"OR","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Big Valley Power LLC",10288,"CA","Industrial Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Biglow Canyon Wind Farm",56485,"OR","Electric Utility","WT","WND","Onshore Wind Turbine"
"Binghamton Cogen",55600,"NY","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Biodyne Congress",55056,"IL","IPP Non-CHP","GT","LFG","Landfill Gas"
"Biodyne Lyons",55060,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Biodyne Peoria",55057,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Biola University",54296,"CA","Commercial CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Biomass One LP",10869,"OR","IPP CHP","ST","WDS","Wood/Wood Waste Biomass"
"Biotech LS 0836",56932,"WA","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Birch Creek Power",10140,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Birchwood Power",54304,"VA","IPP CHP","ST","BIT","Conventional Steam Coal"
"Bird City",1224,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Biron",3971,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Biron Mill",10234,"WI","Industrial CHP","ST","BIT, SUB","Conventional Steam Coal"
"Bishop Creek 2",323,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bishop Creek 3",324,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bishop Creek 4",325,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bishop Creek 5",326,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bishop Creek 6",327,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bisson Windfarm LLC",56201,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Black Bear Lake",7752,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Black Butte",7229,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Black Canyon",6396,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Black Creek",54860,"WA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Black Dog",1904,"MN","Electric Utility","CA, CT, ST","NG, SUB","Multiple"
"Black Eagle",2181,"MT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Black Hawk Station",55064,"TX","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Black Mountain Generating Station",56482,"AZ","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Black River",2546,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Black River Hydro Associates",10687,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Blackburn Landfill Co-Generation",55488,"NC","IPP CHP","IC","LFG","Landfill Gas"
"Blackhawk",4048,"WI","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Blacksand Generating Facility",56090,"CA","Industrial Non-CHP","GT","OG","Other Gases"
"Blackstone Wind Farm LLC",57110,"IL","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Blackstone/Tupperware",50177,"RI","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Blake",2547,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Blakely Mountain",197,"AR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Blanchard",1892,"MN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Blanco Compressor Station",54221,"NM","Industrial Non-CHP","ST","NG","Natural Gas Steam Turbine"
"Blenheim Gilboa",2691,"NY","Electric Utility","PS","WAT","Hydroelectric Pumped Storage"
"Blewett",2707,"NC","Electric Utility","GT, HY","DFO, WAT","Multiple"
"Blind Canyon Hydro",54514,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Bliss",810,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Block Island",6567,"RI","Electric Utility","IC","DFO","Petroleum Liquids"
"Bloomfield",1127,"IA","Electric Utility","IC","DFO, NG","Multiple"
"Blooming Prairie",1966,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"Bloomington Power Plant",7767,"UT","Electric Utility","IC","DFO","Petroleum Liquids"
"Blossburg",3120,"PA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Blount Street",3992,"WI","Electric Utility","ST","BIT","Conventional Steam Coal"
"Blue Breezes II LLC",56581,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Blue Breezes LLC",56580,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Blue Canyon Windpower",56081,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Blue Canyon Windpower II",56335,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Blue Canyon Windpower V LLC",57108,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Blue Earth",1967,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"Blue Lake",8027,"MN","Electric Utility","GT","DFO, NG","Multiple"
"Blue Lake Hydro",93,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Blue Lake Power LLC",10764,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Blue Mesa",512,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Blue Ridge",757,"GA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Blue Sky Green Field Wind Project",56391,"WI","Electric Utility","WT","WND","Onshore Wind Turbine"
"Blue Spruce Energy Center",55645,"CO","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Blue Valley",2132,"MO","Electric Utility","GT, ST","BIT, NG","Multiple"
"Bluebonnet",55552,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Bluegrass Generating Station",55164,"KY","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Bluegrass Ridge",56555,"MO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Bluffton",1023,"IN","Electric Utility","--","--","--"
"Bluffview",55977,"NM","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Blundell",299,"UT","Electric Utility","ST","GEO","Geothermal"
"Blythe Energy Inc",55295,"CA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Boardman",6106,"OR","Electric Utility","ST","SUB","Conventional Steam Coal"
"Boatlock",1603,"MA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Boeve Windfarm LLC",56209,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Boise Cascade International Falls",10486,"MN","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Boise Cascade Pulp & Paper Mill",55044,"AL","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Boise R Diversion",6397,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bolivar",55929,"TN","Electric Utility","IC","DFO","Petroleum Liquids"
"Bolthouse S&P and Rowen Farms Solar",56862,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Bolton Falls",7056,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Boltonville Hydro Associates",50539,"VT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Bonanza",7790,"UT","Electric Utility","ST","BIT","Conventional Steam Coal"
"Bonneville",3075,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Bonny Eagle",1482,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Boomer Lake Station",3000,"OK","Electric Utility","IC, ST","DFO, NG","Multiple"
"Boone Dam",3395,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Boott Hydropower",10556,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Boralex Sherman LLC",50874,"ME","IPP CHP","ST","WDS","Wood/Wood Waste Biomass"
